day,device,browser,channel,location,visitors,signups
2025-05-28,desktop,safari,organic,northern,146,9
2025-05-28,desktop,safari,organic,southern,86,7
2025-05-28,desktop,safari,organic,eastern,48,1
2025-05-28,desktop,safari,organic,western,80,8
2025-05-28,desktop,safari,organic,central,65,3
2025-05-28,desktop,safari,paid,northern,74,7
2025-05-28,desktop,safari,paid,southern,55,7
2025-05-28,desktop,safari,paid,eastern,23,0
2025-05-28,desktop,safari,paid,western,35,1
2025-05-28,desktop,safari,paid,central,39,1
2025-05-28,tablet,chrome,organic,northern,124,3
2025-05-28,tablet,chrome,organic,southern,65,3
2025-05-28,tablet,chrome,organic,eastern,32,2
2025-05-28,tablet,chrome,organic,western,75,2
2025-05-28,tablet,chrome,organic,central,62,1
2025-05-28,tablet,chrome,paid,northern,51,6
2025-05-28,tablet,chrome,paid,southern,35,1
2025-05-28,tablet,chrome,paid,eastern,14,0
2025-05-28,tablet,chrome,paid,western,29,1
2025-05-28,tablet,chrome,paid,central,18,1
2025-05-28,tablet,firefox,organic,northern,77,3
2025-05-28,tablet,firefox,organic,southern,37,2
2025-05-28,tablet,firefox,organic,eastern,27,1
2025-05-28,tablet,firefox,organic,western,36,0
2025-05-28,tablet,firefox,organic,central,27,0
2025-05-28,tablet,firefox,paid,northern,25,2
2025-05-28,tablet,firefox,paid,southern,16,0
2025-05-28,tablet,firefox,paid,eastern,11,1
2025-05-28,tablet,firefox,paid,western,15,2
2025-05-28,tablet,firefox,paid,central,14,0
2025-05-28,tablet,safari,organic,northern,59,4
2025-05-28,tablet,safari,organic,southern,38,3
2025-05-28,tablet,safari,organic,eastern,18,1
2025-05-28,tablet,safari,organic,western,28,1
2025-05-28,tablet,safari,organic,central,25,0
2025-05-28,tablet,safari,paid,northern,15,1
2025-05-28,tablet,safari,paid,southern,11,1
2025-05-28,tablet,safari,paid,eastern,5,0
2025-05-28,tablet,safari,paid,western,12,1
2025-05-28,tablet,safari,paid,central,12,0
2025-05-29,mobile,chrome,organic,northern,813,48
2025-05-29,mobile,chrome,organic,southern,455,19
2025-05-29,mobile,chrome,organic,eastern,185,10
2025-05-29,mobile,chrome,organic,western,424,21
2025-05-29,mobile,chrome,organic,central,356,16
2025-05-29,mobile,chrome,paid,northern,260,22
2025-05-29,mobile,chrome,paid,southern,162,10
2025-05-29,mobile,chrome,paid,eastern,65,6
2025-05-29,mobile,chrome,paid,western,138,6
2025-05-29,mobile,chrome,paid,central,90,3
2025-05-29,mobile,firefox,organic,northern,420,24
2025-05-29,mobile,firefox,organic,southern,261,15
2025-05-29,mobile,firefox,organic,eastern,116,6
2025-05-29,mobile,firefox,organic,western,231,7
2025-05-29,mobile,firefox,organic,central,175,6
2025-05-29,mobile,firefox,paid,northern,167,13
2025-05-29,mobile,firefox,paid,southern,96,3
2025-05-29,mobile,firefox,paid,eastern,41,1
2025-05-29,mobile,firefox,paid,western,90,3
2025-05-29,mobile,firefox,paid,central,68,1
2025-05-29,mobile,safari,organic,northern,347,32
2025-05-29,mobile,safari,organic,southern,180,12
2025-05-29,mobile,safari,organic,eastern,74,4
2025-05-29,mobile,safari,organic,western,169,14
2025-05-29,mobile,safari,organic,central,145,4
2025-05-29,mobile,safari,paid,northern,124,13
2025-05-29,mobile,safari,paid,southern,61,4
2025-05-29,mobile,safari,paid,eastern,40,3
2025-05-29,mobile,safari,paid,western,59,2
2025-05-29,mobile,safari,paid,central,44,4
2025-05-29,desktop,chrome,organic,northern,427,26
2025-05-29,desktop,chrome,organic,southern,233,13
2025-05-29,desktop,chrome,organic,eastern,102,5
2025-05-29,desktop,chrome,organic,western,200,10
2025-05-29,desktop,chrome,organic,central,176,7
2025-05-29,desktop,chrome,paid,northern,136,12
2025-05-29,desktop,chrome,paid,southern,79,8
2025-05-29,desktop,chrome,paid,eastern,35,1
2025-05-29,desktop,chrome,paid,western,76,2
2025-05-29,desktop,chrome,paid,central,56,2
2025-05-29,desktop,firefox,organic,northern,216,13
2025-05-29,desktop,firefox,organic,southern,111,4
2025-05-29,desktop,firefox,organic,eastern,60,1
2025-05-29,desktop,firefox,organic,western,139,6
2025-05-29,desktop,firefox,organic,central,88,0
2025-05-29,desktop,firefox,paid,northern,83,7
2025-05-29,desktop,firefox,paid,southern,40,5
2025-05-29,desktop,firefox,paid,eastern,16,0
2025-05-29,desktop,firefox,paid,western,44,3
2025-05-29,desktop,firefox,paid,central,32,2
2025-05-29,desktop,safari,organic,northern,187,14
2025-05-29,desktop,safari,organic,southern,110,9
2025-05-29,desktop,safari,organic,eastern,43,1
2025-05-29,desktop,safari,organic,western,104,6
2025-05-29,desktop,safari,organic,central,84,0
2025-05-29,desktop,safari,paid,northern,73,8
2025-05-29,desktop,safari,paid,southern,34,4
2025-05-29,desktop,safari,paid,eastern,15,0
2025-05-29,desktop,safari,paid,western,36,2
2025-05-29,desktop,safari,paid,central,34,5
2025-05-29,tablet,chrome,organic,northern,130,5
2025-05-29,tablet,chrome,organic,southern,66,3
2025-05-29,tablet,chrome,organic,eastern,37,2
2025-05-29,tablet,chrome,organic,western,81,4
2025-05-29,tablet,chrome,organic,central,79,2
2025-05-29,tablet,chrome,paid,northern,46,4
2025-05-29,tablet,chrome,paid,southern,30,3
2025-05-29,tablet,chrome,paid,eastern,18,0
2025-05-29,tablet,chrome,paid,western,27,1
2025-05-29,tablet,chrome,paid,central,16,0
2025-05-29,tablet,firefox,organic,northern,74,7
2025-05-29,tablet,firefox,organic,southern,47,2
2025-05-29,tablet,firefox,organic,eastern,26,0
2025-05-29,tablet,firefox,organic,western,45,3
2025-05-29,tablet,firefox,organic,central,38,1
2025-05-29,tablet,firefox,paid,northern,21,0
2025-05-29,tablet,firefox,paid,southern,15,1
2025-05-29,tablet,firefox,paid,eastern,3,0
2025-05-29,tablet,firefox,paid,western,12,1
2025-05-29,tablet,firefox,paid,central,11,0
2025-05-29,tablet,safari,organic,northern,49,4
2025-05-29,tablet,safari,organic,southern,36,2
2025-05-29,tablet,safari,organic,eastern,12,0
2025-05-29,tablet,safari,organic,western,39,4
2025-05-29,tablet,safari,organic,central,25,0
2025-05-29,tablet,safari,paid,northern,12,0
2025-05-29,tablet,safari,paid,southern,8,0
2025-05-29,tablet,safari,paid,eastern,7,1
2025-05-29,tablet,safari,paid,western,13,0
2025-05-29,tablet,safari,paid,central,15,0
2025-05-30,mobile,chrome,organic,northern,892,41
2025-05-30,mobile,chrome,organic,southern,463,20
2025-05-30,mobile,chrome,organic,eastern,207,7
2025-05-30,mobile,chrome,organic,western,454,20
2025-05-30,mobile,chrome,organic,central,377,8
2025-05-30,mobile,chrome,paid,northern,414,32
2025-05-30,mobile,chrome,paid,southern,235,12
2025-05-30,mobile,chrome,paid,eastern,91,3
2025-05-30,mobile,chrome,paid,western,192,11
2025-05-30,mobile,chrome,paid,central,216,8
2025-05-30,mobile,firefox,organic,northern,519,35
2025-05-30,mobile,firefox,organic,southern,254,8
2025-05-30,mobile,firefox,organic,eastern,143,4
2025-05-30,mobile,firefox,organic,western,252,9
2025-05-30,mobile,firefox,organic,central,263,9
2025-05-30,mobile,firefox,paid,northern,250,11
2025-05-30,mobile,firefox,paid,southern,156,10
2025-05-30,mobile,firefox,paid,eastern,53,2
2025-05-30,mobile,firefox,paid,western,120,4
2025-05-30,mobile,firefox,paid,central,92,2
2025-05-30,mobile,safari,organic,northern,349,17
2025-05-30,mobile,safari,organic,southern,200,11
2025-05-30,mobile,safari,organic,eastern,95,5
2025-05-30,mobile,safari,organic,western,165,7
2025-05-30,mobile,safari,organic,central,163,5
2025-05-30,mobile,safari,paid,northern,150,11
2025-05-30,mobile,safari,paid,southern,118,4
2025-05-30,mobile,safari,paid,eastern,36,1
2025-05-30,mobile,safari,paid,western,70,4
2025-05-30,mobile,safari,paid,central,78,2
2025-05-30,desktop,chrome,organic,northern,454,23
2025-05-30,desktop,chrome,organic,southern,244,14
2025-05-30,desktop,chrome,organic,eastern,127,3
2025-05-30,desktop,chrome,organic,western,224,8
2025-05-30,desktop,chrome,organic,central,195,6
2025-05-30,desktop,chrome,paid,northern,194,11
2025-05-30,desktop,chrome,paid,southern,107,12
2025-05-30,desktop,chrome,paid,eastern,51,4
2025-05-30,desktop,chrome,paid,western,107,8
2025-05-30,desktop,chrome,paid,central,102,2
2025-05-30,desktop,firefox,organic,northern,241,16
2025-05-30,desktop,firefox,organic,southern,134,9
2025-05-30,desktop,firefox,organic,eastern,51,2
2025-05-30,desktop,firefox,organic,western,113,2
2025-05-30,desktop,firefox,organic,central,123,4
2025-05-30,desktop,firefox,paid,northern,141,13
2025-05-30,desktop,firefox,paid,southern,40,3
2025-05-30,desktop,firefox,paid,eastern,30,1
2025-05-30,desktop,firefox,paid,western,44,2
2025-05-30,desktop,firefox,paid,central,58,2
2025-05-30,desktop,safari,organic,northern,173,6
2025-05-30,desktop,safari,organic,southern,92,6
2025-05-30,desktop,safari,organic,eastern,40,0
2025-05-30,desktop,safari,organic,western,114,5
2025-05-30,desktop,safari,organic,central,78,2
2025-05-30,desktop,safari,paid,northern,105,9
2025-05-30,desktop,safari,paid,southern,45,2
2025-05-30,desktop,safari,paid,eastern,23,2
2025-05-30,desktop,safari,paid,western,40,4
2025-05-30,desktop,safari,paid,central,39,0
2025-05-30,tablet,chrome,organic,northern,154,3
2025-05-30,tablet,chrome,organic,southern,79,1
2025-05-30,tablet,chrome,organic,eastern,41,2
2025-05-30,tablet,chrome,organic,western,68,2
2025-05-30,tablet,chrome,organic,central,72,1
2025-05-30,tablet,chrome,paid,northern,66,1
2025-05-30,tablet,chrome,paid,southern,32,2
2025-05-30,tablet,chrome,paid,eastern,11,1
2025-05-30,tablet,chrome,paid,western,32,2
2025-05-30,tablet,chrome,paid,central,26,1
2025-05-30,tablet,firefox,organic,northern,96,1
2025-05-30,tablet,firefox,organic,southern,38,0
2025-05-30,tablet,firefox,organic,eastern,15,0
2025-05-30,tablet,firefox,organic,western,44,0
2025-05-30,tablet,firefox,organic,central,39,0
2025-05-30,tablet,firefox,paid,northern,44,1
2025-05-30,tablet,firefox,paid,southern,20,0
2025-05-30,tablet,firefox,paid,eastern,12,1
2025-05-30,tablet,firefox,paid,western,17,1
2025-05-30,tablet,firefox,paid,central,17,1
2025-05-30,tablet,safari,organic,northern,60,3
2025-05-30,tablet,safari,organic,southern,41,0
2025-05-30,tablet,safari,organic,eastern,12,1
2025-05-30,tablet,safari,organic,western,29,0
2025-05-30,tablet,safari,organic,central,25,1
2025-05-30,tablet,safari,paid,northern,32,1
2025-05-30,tablet,safari,paid,southern,14,4
2025-05-30,tablet,safari,paid,eastern,4,0
2025-05-30,tablet,safari,paid,western,16,0
2025-05-30,tablet,safari,paid,central,17,2
2025-05-31,mobile,chrome,organic,northern,827,55
2025-05-31,mobile,chrome,organic,southern,481,27
2025-05-31,mobile,chrome,organic,eastern,241,4
2025-05-31,mobile,chrome,organic,western,490,28
2025-05-31,mobile,chrome,organic,central,392,16
2025-05-31,mobile,chrome,paid,northern,278,15
2025-05-31,mobile,chrome,paid,southern,170,9
2025-05-31,mobile,chrome,paid,eastern,75,1
2025-05-31,mobile,chrome,paid,western,159,6
2025-05-31,mobile,chrome,paid,central,154,7
2025-05-31,mobile,firefox,organic,northern,487,21
2025-05-31,mobile,firefox,organic,southern,247,7
2025-05-31,mobile,firefox,organic,eastern,118,2
2025-05-31,mobile,firefox,organic,western,247,15
2025-05-31,mobile,firefox,organic,central,206,5
2025-05-31,mobile,firefox,paid,northern,178,10
2025-05-31,mobile,firefox,paid,southern,90,3
2025-05-31,mobile,firefox,paid,eastern,38,4
2025-05-31,mobile,firefox,paid,western,76,5
2025-05-31,mobile,firefox,paid,central,78,1
2025-05-31,mobile,safari,organic,northern,292,11
2025-05-31,mobile,safari,organic,southern,179,5
2025-05-31,mobile,safari,organic,eastern,73,1
2025-05-31,mobile,safari,organic,western,171,8
2025-05-31,mobile,safari,organic,central,140,7
2025-05-31,mobile,safari,paid,northern,119,9
2025-05-31,mobile,safari,paid,southern,67,7
2025-05-31,mobile,safari,paid,eastern,23,1
2025-05-31,mobile,safari,paid,western,72,5
2025-05-31,mobile,safari,paid,central,53,3
2025-05-31,desktop,chrome,organic,northern,420,21
2025-05-31,desktop,chrome,organic,southern,205,11
2025-05-31,desktop,chrome,organic,eastern,123,5
2025-05-31,desktop,chrome,organic,western,191,5
2025-05-31,desktop,chrome,organic,central,241,6
2025-05-31,desktop,chrome,paid,northern,164,13
2025-05-31,desktop,chrome,paid,southern,81,13
2025-05-31,desktop,chrome,paid,eastern,39,2
2025-05-31,desktop,chrome,paid,western,69,6
2025-05-31,desktop,chrome,paid,central,61,2
2025-05-31,desktop,firefox,organic,northern,234,16
2025-05-31,desktop,firefox,organic,southern,130,7
2025-05-31,desktop,firefox,organic,eastern,62,4
2025-05-31,desktop,firefox,organic,western,132,5
2025-05-31,desktop,firefox,organic,central,78,2
2025-05-31,desktop,firefox,paid,northern,72,6
2025-05-31,desktop,firefox,paid,southern,47,3
2025-05-31,desktop,firefox,paid,eastern,17,0
2025-05-31,desktop,firefox,paid,western,49,1
2025-05-31,desktop,firefox,paid,central,39,0
2025-05-31,desktop,safari,organic,northern,151,14
2025-05-31,desktop,safari,organic,southern,84,4
2025-05-31,desktop,safari,organic,eastern,41,1
2025-05-31,desktop,safari,organic,western,80,5
2025-05-31,desktop,safari,organic,central,70,2
2025-05-31,desktop,safari,paid,northern,60,5
2025-05-31,desktop,safari,paid,southern,29,1
2025-05-31,desktop,safari,paid,eastern,19,3
2025-05-31,desktop,safari,paid,western,29,3
2025-05-31,desktop,safari,paid,central,29,3
2025-05-31,tablet,chrome,organic,northern,156,6
2025-05-31,tablet,chrome,organic,southern,81,4
2025-05-31,tablet,chrome,organic,eastern,37,0
2025-05-31,tablet,chrome,organic,western,74,0
2025-05-31,tablet,chrome,organic,central,58,0
2025-05-31,tablet,chrome,paid,northern,57,3
2025-05-31,tablet,chrome,paid,southern,20,1
2025-05-31,tablet,chrome,paid,eastern,16,0
2025-05-31,tablet,chrome,paid,western,27,0
2025-05-31,tablet,chrome,paid,central,18,0
2025-05-31,tablet,firefox,organic,northern,69,3
2025-05-31,tablet,firefox,organic,southern,49,1
2025-05-31,tablet,firefox,organic,eastern,21,1
2025-05-31,tablet,firefox,organic,western,35,0
2025-05-31,tablet,firefox,organic,central,29,1
2025-05-31,tablet,firefox,paid,northern,26,1
2025-05-31,tablet,firefox,paid,southern,10,0
2025-05-31,tablet,firefox,paid,eastern,9,0
2025-05-31,tablet,firefox,paid,western,10,0
2025-05-31,tablet,firefox,paid,central,13,1
2025-05-31,tablet,safari,organic,northern,50,2
2025-05-31,tablet,safari,organic,southern,19,0
2025-05-31,tablet,safari,organic,eastern,6,1
2025-05-31,tablet,safari,organic,western,33,1
2025-05-31,tablet,safari,organic,central,20,0
2025-05-31,tablet,safari,paid,northern,21,1
2025-05-31,tablet,safari,paid,southern,17,0
2025-05-31,tablet,safari,paid,eastern,1,0
2025-05-31,tablet,safari,paid,western,7,0
2025-05-31,tablet,safari,paid,central,4,2
2025-06-01,mobile,chrome,organic,northern,768,36
2025-06-01,mobile,chrome,organic,southern,336,11
2025-06-01,mobile,chrome,organic,eastern,171,3
2025-06-01,mobile,chrome,organic,western,374,14
2025-06-01,mobile,chrome,organic,central,350,5
2025-06-01,mobile,chrome,paid,northern,371,20
2025-06-01,mobile,chrome,paid,southern,184,16
2025-06-01,mobile,chrome,paid,eastern,101,8
2025-06-01,mobile,chrome,paid,western,225,10
2025-06-01,mobile,chrome,paid,central,173,9
2025-06-01,mobile,firefox,organic,northern,346,16
2025-06-01,mobile,firefox,organic,southern,188,6
2025-06-01,mobile,firefox,organic,eastern,87,3
2025-06-01,mobile,firefox,organic,western,205,8
2025-06-01,mobile,firefox,organic,central,178,9
2025-06-01,mobile,firefox,paid,northern,174,8
2025-06-01,mobile,firefox,paid,southern,99,6
2025-06-01,mobile,firefox,paid,eastern,48,0
2025-06-01,mobile,firefox,paid,western,105,2
2025-06-01,mobile,firefox,paid,central,100,0
2025-06-01,mobile,safari,organic,northern,245,26
2025-06-01,mobile,safari,organic,southern,171,11
2025-06-01,mobile,safari,organic,eastern,74,3
2025-06-01,mobile,safari,organic,western,147,6
2025-06-01,mobile,safari,organic,central,120,2
2025-06-01,mobile,safari,paid,northern,138,7
2025-06-01,mobile,safari,paid,southern,68,3
2025-06-01,mobile,safari,paid,eastern,40,1
2025-06-01,mobile,safari,paid,western,80,6
2025-06-01,mobile,safari,paid,central,60,2
2025-06-01,desktop,chrome,organic,northern,375,16
2025-06-01,desktop,chrome,organic,southern,205,5
2025-06-01,desktop,chrome,organic,eastern,84,1
2025-06-01,desktop,chrome,organic,western,254,10
2025-06-01,desktop,chrome,organic,central,185,9
2025-06-01,desktop,chrome,paid,northern,185,15
2025-06-01,desktop,chrome,paid,southern,88,8
2025-06-01,desktop,chrome,paid,eastern,39,1
2025-06-01,desktop,chrome,paid,western,103,5
2025-06-01,desktop,chrome,paid,central,103,2
2025-06-01,desktop,firefox,organic,northern,172,13
2025-06-01,desktop,firefox,organic,southern,89,6
2025-06-01,desktop,firefox,organic,eastern,40,0
2025-06-01,desktop,firefox,organic,western,95,4
2025-06-01,desktop,firefox,organic,central,96,2
2025-06-01,desktop,firefox,paid,northern,93,7
2025-06-01,desktop,firefox,paid,southern,45,6
2025-06-01,desktop,firefox,paid,eastern,23,1
2025-06-01,desktop,firefox,paid,western,41,2
2025-06-01,desktop,firefox,paid,central,49,0
2025-06-01,desktop,safari,organic,northern,133,5
2025-06-01,desktop,safari,organic,southern,68,2
2025-06-01,desktop,safari,organic,eastern,31,0
2025-06-01,desktop,safari,organic,western,76,5
2025-06-01,desktop,safari,organic,central,68,3
2025-06-01,desktop,safari,paid,northern,69,3
2025-06-01,desktop,safari,paid,southern,37,4
2025-06-01,desktop,safari,paid,eastern,13,0
2025-06-01,desktop,safari,paid,western,37,1
2025-06-01,desktop,safari,paid,central,26,0
2025-06-01,tablet,chrome,organic,northern,130,4
2025-06-01,tablet,chrome,organic,southern,58,1
2025-06-01,tablet,chrome,organic,eastern,29,0
2025-06-01,tablet,chrome,organic,western,78,2
2025-06-01,tablet,chrome,organic,central,60,4
2025-06-01,tablet,chrome,paid,northern,54,0
2025-06-01,tablet,chrome,paid,southern,35,0
2025-06-01,tablet,chrome,paid,eastern,23,0
2025-06-01,tablet,chrome,paid,western,41,2
2025-06-01,tablet,chrome,paid,central,28,0
2025-06-01,tablet,firefox,organic,northern,66,4
2025-06-01,tablet,firefox,organic,southern,40,1
2025-06-01,tablet,firefox,organic,eastern,24,0
2025-06-01,tablet,firefox,organic,western,42,1
2025-06-01,tablet,firefox,organic,central,34,0
2025-06-01,tablet,firefox,paid,northern,40,1
2025-06-01,tablet,firefox,paid,southern,19,0
2025-06-01,tablet,firefox,paid,eastern,3,0
2025-06-01,tablet,firefox,paid,western,17,0
2025-06-01,tablet,firefox,paid,central,19,0
2025-06-01,tablet,safari,organic,northern,49,5
2025-06-01,tablet,safari,organic,southern,20,0
2025-06-01,tablet,safari,organic,eastern,14,1
2025-06-01,tablet,safari,organic,western,18,1
2025-06-01,tablet,safari,organic,central,29,0
2025-06-01,tablet,safari,paid,northern,20,0
2025-06-01,tablet,safari,paid,southern,17,0
2025-06-01,tablet,safari,paid,eastern,5,0
2025-06-01,tablet,safari,paid,western,11,1
2025-06-01,tablet,safari,paid,central,13,1
2025-06-02,mobile,chrome,organic,northern,1061,47
2025-06-02,mobile,chrome,organic,southern,592,23
2025-06-02,mobile,chrome,organic,eastern,268,5
2025-06-02,mobile,chrome,organic,western,545,17
2025-06-02,mobile,chrome,organic,central,530,11
2025-06-02,mobile,chrome,paid,northern,388,29
2025-06-02,mobile,chrome,paid,southern,212,14
2025-06-02,mobile,chrome,paid,eastern,114,4
2025-06-02,mobile,chrome,paid,western,230,18
2025-06-02,mobile,chrome,paid,central,224,6
2025-06-02,mobile,firefox,organic,northern,624,18
2025-06-02,mobile,firefox,organic,southern,375,12
2025-06-02,mobile,firefox,organic,eastern,156,3
2025-06-02,mobile,firefox,organic,western,325,7
2025-06-02,mobile,firefox,organic,central,302,10
2025-06-02,mobile,firefox,paid,northern,222,14
2025-06-02,mobile,firefox,paid,southern,112,4
2025-06-02,mobile,firefox,paid,eastern,55,2
2025-06-02,mobile,firefox,paid,western,117,6
2025-06-02,mobile,firefox,paid,central,105,5
2025-06-02,mobile,safari,organic,northern,413,25
2025-06-02,mobile,safari,organic,southern,230,10
2025-06-02,mobile,safari,organic,eastern,116,4
2025-06-02,mobile,safari,organic,western,232,9
2025-06-02,mobile,safari,organic,central,187,5
2025-06-02,mobile,safari,paid,northern,148,6
2025-06-02,mobile,safari,paid,southern,78,2
2025-06-02,mobile,safari,paid,eastern,41,1
2025-06-02,mobile,safari,paid,western,74,2
2025-06-02,mobile,safari,paid,central,66,0
2025-06-02,desktop,chrome,organic,northern,542,32
2025-06-02,desktop,chrome,organic,southern,278,8
2025-06-02,desktop,chrome,organic,eastern,139,5
2025-06-02,desktop,chrome,organic,western,264,11
2025-06-02,desktop,chrome,organic,central,276,13
2025-06-02,desktop,chrome,paid,northern,194,13
2025-06-02,desktop,chrome,paid,southern,106,3
2025-06-02,desktop,chrome,paid,eastern,45,2
2025-06-02,desktop,chrome,paid,western,99,7
2025-06-02,desktop,chrome,paid,central,104,10
2025-06-02,desktop,firefox,organic,northern,307,14
2025-06-02,desktop,firefox,organic,southern,181,7
2025-06-02,desktop,firefox,organic,eastern,82,4
2025-06-02,desktop,firefox,organic,western,165,4
2025-06-02,desktop,firefox,organic,central,152,4
2025-06-02,desktop,firefox,paid,northern,120,7
2025-06-02,desktop,firefox,paid,southern,78,1
2025-06-02,desktop,firefox,paid,eastern,30,1
2025-06-02,desktop,firefox,paid,western,57,2
2025-06-02,desktop,firefox,paid,central,49,2
2025-06-02,desktop,safari,organic,northern,198,17
2025-06-02,desktop,safari,organic,southern,135,6
2025-06-02,desktop,safari,organic,eastern,41,2
2025-06-02,desktop,safari,organic,western,89,1
2025-06-02,desktop,safari,organic,central,104,3
2025-06-02,desktop,safari,paid,northern,71,2
2025-06-02,desktop,safari,paid,southern,43,6
2025-06-02,desktop,safari,paid,eastern,18,1
2025-06-02,desktop,safari,paid,western,41,3
2025-06-02,desktop,safari,paid,central,23,2
2025-06-02,tablet,chrome,organic,northern,174,7
2025-06-02,tablet,chrome,organic,southern,98,7
2025-06-02,tablet,chrome,organic,eastern,39,1
2025-06-02,tablet,chrome,organic,western,110,5
2025-06-02,tablet,chrome,organic,central,83,1
2025-06-02,tablet,chrome,paid,northern,66,1
2025-06-02,tablet,chrome,paid,southern,31,1
2025-06-02,tablet,chrome,paid,eastern,17,0
2025-06-02,tablet,chrome,paid,western,40,1
2025-06-02,tablet,chrome,paid,central,35,1
2025-06-02,tablet,firefox,organic,northern,107,4
2025-06-02,tablet,firefox,organic,southern,67,0
2025-06-02,tablet,firefox,organic,eastern,26,0
2025-06-02,tablet,firefox,organic,western,43,1
2025-06-02,tablet,firefox,organic,central,48,2
2025-06-02,tablet,firefox,paid,northern,43,1
2025-06-02,tablet,firefox,paid,southern,21,0
2025-06-02,tablet,firefox,paid,eastern,5,0
2025-06-02,tablet,firefox,paid,western,17,1
2025-06-02,tablet,firefox,paid,central,20,0
2025-06-02,tablet,safari,organic,northern,64,2
2025-06-02,tablet,safari,organic,southern,37,0
2025-06-02,tablet,safari,organic,eastern,20,2
2025-06-02,tablet,safari,organic,western,28,0
2025-06-02,tablet,safari,organic,central,22,0
2025-06-02,tablet,safari,paid,northern,30,0
2025-06-02,tablet,safari,paid,southern,11,0
2025-06-02,tablet,safari,paid,eastern,5,0
2025-06-02,tablet,safari,paid,western,13,0
2025-06-02,tablet,safari,paid,central,12,0
2025-06-03,mobile,chrome,organic,northern,921,31
2025-06-03,mobile,chrome,organic,southern,484,16
2025-06-03,mobile,chrome,organic,eastern,228,6
2025-06-03,mobile,chrome,organic,western,417,13
2025-06-03,mobile,chrome,organic,central,409,8
2025-06-03,mobile,chrome,paid,northern,356,26
2025-06-03,mobile,chrome,paid,southern,211,8
2025-06-03,mobile,chrome,paid,eastern,98,5
2025-06-03,mobile,chrome,paid,western,204,9
2025-06-03,mobile,chrome,paid,central,181,6
2025-06-03,mobile,firefox,organic,northern,479,15
2025-06-03,mobile,firefox,organic,southern,271,10
2025-06-03,mobile,firefox,organic,eastern,119,1
2025-06-03,mobile,firefox,organic,western,247,14
2025-06-03,mobile,firefox,organic,central,265,8
2025-06-03,mobile,firefox,paid,northern,211,12
2025-06-03,mobile,firefox,paid,southern,115,4
2025-06-03,mobile,firefox,paid,eastern,51,4
2025-06-03,mobile,firefox,paid,western,106,4
2025-06-03,mobile,firefox,paid,central,109,1
2025-06-03,mobile,safari,organic,northern,354,20
2025-06-03,mobile,safari,organic,southern,167,13
2025-06-03,mobile,safari,organic,eastern,79,0
2025-06-03,mobile,safari,organic,western,145,4
2025-06-03,mobile,safari,organic,central,174,8
2025-06-03,mobile,safari,paid,northern,143,7
2025-06-03,mobile,safari,paid,southern,96,3
2025-06-03,mobile,safari,paid,eastern,36,2
2025-06-03,mobile,safari,paid,western,87,7
2025-06-03,mobile,safari,paid,central,74,2
2025-06-03,desktop,chrome,organic,northern,401,37
2025-06-03,desktop,chrome,organic,southern,241,15
2025-06-03,desktop,chrome,organic,eastern,93,1
2025-06-03,desktop,chrome,organic,western,239,19
2025-06-03,desktop,chrome,organic,central,218,6
2025-06-03,desktop,chrome,paid,northern,204,14
2025-06-03,desktop,chrome,paid,southern,102,8
2025-06-03,desktop,chrome,paid,eastern,67,2
2025-06-03,desktop,chrome,paid,western,108,3
2025-06-03,desktop,chrome,paid,central,88,0
2025-06-03,desktop,firefox,organic,northern,225,11
2025-06-03,desktop,firefox,organic,southern,134,9
2025-06-03,desktop,firefox,organic,eastern,60,2
2025-06-03,desktop,firefox,organic,western,130,13
2025-06-03,desktop,firefox,organic,central,130,2
2025-06-03,desktop,firefox,paid,northern,108,6
2025-06-03,desktop,firefox,paid,southern,66,2
2025-06-03,desktop,firefox,paid,eastern,29,0
2025-06-03,desktop,firefox,paid,western,51,2
2025-06-03,desktop,firefox,paid,central,48,3
2025-06-03,desktop,safari,organic,northern,163,15
2025-06-03,desktop,safari,organic,southern,102,11
2025-06-03,desktop,safari,organic,eastern,45,1
2025-06-03,desktop,safari,organic,western,71,6
2025-06-03,desktop,safari,organic,central,101,2
2025-06-03,desktop,safari,paid,northern,52,2
2025-06-03,desktop,safari,paid,southern,43,5
2025-06-03,desktop,safari,paid,eastern,19,1
2025-06-03,desktop,safari,paid,western,42,1
2025-06-03,desktop,safari,paid,central,38,1
2025-06-03,tablet,chrome,organic,northern,150,4
2025-06-03,tablet,chrome,organic,southern,78,4
2025-06-03,tablet,chrome,organic,eastern,47,1
2025-06-03,tablet,chrome,organic,western,73,6
2025-06-03,tablet,chrome,organic,central,74,0
2025-06-03,tablet,chrome,paid,northern,58,2
2025-06-03,tablet,chrome,paid,southern,39,2
2025-06-03,tablet,chrome,paid,eastern,12,0
2025-06-03,tablet,chrome,paid,western,33,1
2025-06-03,tablet,chrome,paid,central,29,1
2025-06-03,tablet,firefox,organic,northern,73,4
2025-06-03,tablet,firefox,organic,southern,39,3
2025-06-03,tablet,firefox,organic,eastern,19,1
2025-06-03,tablet,firefox,organic,western,37,2
2025-06-03,tablet,firefox,organic,central,48,1
2025-06-03,tablet,firefox,paid,northern,35,3
2025-06-03,tablet,firefox,paid,southern,22,0
2025-06-03,tablet,firefox,paid,eastern,7,0
2025-06-03,tablet,firefox,paid,western,18,0
2025-06-03,tablet,firefox,paid,central,19,0
2025-06-03,tablet,safari,organic,northern,58,2
