day,device,channel,visitors,signups,retained_1_week,retained_1_month,retained_2_months
2025-02-05,mobile,organic,73,23,9.0,9.0,8.0
2025-02-05,desktop,organic,36,14,10.0,6.0,5.0
2025-02-05,tablet,organic,12,7,2.0,2.0,2.0
2025-02-05,mobile,paid,88,33,3.0,1.0,0.0
2025-02-05,desktop,paid,44,20,3.0,1.0,0.0
2025-02-05,tablet,paid,14,5,0.0,0.0,0.0
2025-02-05,mobile,referral,47,20,10.0,9.0,8.0
2025-02-05,desktop,referral,23,13,9.0,9.0,7.0
2025-02-05,tablet,referral,7,3,2.0,2.0,2.0
2025-02-05,mobile,social,24,8,3.0,3.0,2.0
2025-02-05,desktop,social,12,9,3.0,3.0,2.0
2025-02-05,tablet,social,4,2,1.0,0.0,0.0
2025-02-06,mobile,organic,94,34,16.0,10.0,9.0
2025-02-06,desktop,organic,47,18,6.0,4.0,4.0
2025-02-06,tablet,organic,15,7,4.0,4.0,4.0
2025-02-06,mobile,paid,96,37,4.0,0.0,0.0
2025-02-06,desktop,paid,48,20,1.0,1.0,0.0
2025-02-06,tablet,paid,16,4,0.0,0.0,0.0
2025-02-06,mobile,referral,67,31,15.0,11.0,9.0
2025-02-06,desktop,referral,33,16,10.0,9.0,7.0
2025-02-06,tablet,referral,11,5,3.0,3.0,3.0
2025-02-06,mobile,social,23,4,1.0,1.0,1.0
2025-02-06,desktop,social,11,6,1.0,1.0,1.0
2025-02-06,tablet,social,3,1,0.0,0.0,0.0
2025-02-07,mobile,organic,81,31,18.0,15.0,12.0
2025-02-07,desktop,organic,40,19,11.0,10.0,9.0
2025-02-07,tablet,organic,13,7,5.0,4.0,3.0
2025-02-07,mobile,paid,91,36,3.0,2.0,0.0
2025-02-07,desktop,paid,45,20,4.0,2.0,1.0
2025-02-07,tablet,paid,15,5,1.0,0.0,0.0
2025-02-07,mobile,referral,56,25,14.0,13.0,12.0
2025-02-07,desktop,referral,28,8,5.0,4.0,3.0
2025-02-07,tablet,referral,9,5,2.0,2.0,2.0
2025-02-07,mobile,social,22,11,4.0,3.0,3.0
2025-02-07,desktop,social,11,2,0.0,0.0,0.0
2025-02-07,tablet,social,3,1,0.0,0.0,0.0
2025-02-08,mobile,organic,78,34,14.0,10.0,7.0
2025-02-08,desktop,organic,39,12,7.0,6.0,5.0
2025-02-08,tablet,organic,13,5,2.0,2.0,1.0
2025-02-08,mobile,paid,89,28,2.0,0.0,0.0
2025-02-08,desktop,paid,44,15,3.0,0.0,0.0
2025-02-08,tablet,paid,14,5,1.0,0.0,0.0
2025-02-08,mobile,referral,57,29,12.0,10.0,10.0
2025-02-08,desktop,referral,28,10,7.0,7.0,5.0
2025-02-08,tablet,referral,9,4,2.0,1.0,1.0
2025-02-08,mobile,social,23,12,5.0,5.0,2.0
2025-02-08,desktop,social,11,6,2.0,2.0,0.0
2025-02-08,tablet,social,3,2,2.0,2.0,2.0
2025-02-09,mobile,organic,88,36,19.0,13.0,13.0
2025-02-09,desktop,organic,44,12,4.0,2.0,2.0
2025-02-09,tablet,organic,14,7,4.0,4.0,4.0
2025-02-09,mobile,paid,100,41,2.0,0.0,0.0
2025-02-09,desktop,paid,50,25,4.0,3.0,0.0
2025-02-09,tablet,paid,16,5,0.0,0.0,0.0
2025-02-09,mobile,referral,49,21,11.0,10.0,9.0
2025-02-09,desktop,referral,24,10,7.0,7.0,6.0
2025-02-09,tablet,referral,8,4,2.0,1.0,1.0
2025-02-09,mobile,social,28,9,2.0,2.0,2.0
2025-02-09,desktop,social,14,4,2.0,2.0,1.0
2025-02-09,tablet,social,4,1,1.0,1.0,0.0
2025-02-10,mobile,organic,67,28,13.0,8.0,7.0
2025-02-10,desktop,organic,33,13,7.0,6.0,6.0
2025-02-10,tablet,organic,11,5,4.0,3.0,3.0
2025-02-10,mobile,paid,105,41,2.0,0.0,0.0
2025-02-10,desktop,paid,52,26,0.0,0.0,0.0
2025-02-10,tablet,paid,17,9,1.0,0.0,0.0
2025-02-10,mobile,referral,63,24,12.0,11.0,10.0
2025-02-10,desktop,referral,31,16,10.0,7.0,7.0
2025-02-10,tablet,referral,10,7,3.0,2.0,2.0
2025-02-10,mobile,social,28,15,4.0,2.0,1.0
2025-02-10,desktop,social,14,6,3.0,3.0,3.0
2025-02-10,tablet,social,4,2,0.0,0.0,0.0
2025-02-11,mobile,organic,80,40,20.0,15.0,14.0
2025-02-11,desktop,organic,40,17,7.0,5.0,3.0
2025-02-11,tablet,organic,13,6,2.0,2.0,1.0
2025-02-11,mobile,paid,109,49,8.0,1.0,1.0
2025-02-11,desktop,paid,54,20,4.0,1.0,0.0
2025-02-11,tablet,paid,18,3,0.0,0.0,0.0
2025-02-11,mobile,referral,58,23,15.0,11.0,10.0
2025-02-11,desktop,referral,29,12,5.0,4.0,4.0
2025-02-11,tablet,referral,9,4,1.0,1.0,1.0
2025-02-11,mobile,social,21,14,6.0,6.0,4.0
2025-02-11,desktop,social,10,6,3.0,2.0,0.0
2025-02-11,tablet,social,3,2,1.0,1.0,1.0
2025-02-12,mobile,organic,81,24,13.0,9.0,8.0
2025-02-12,desktop,organic,40,14,7.0,3.0,2.0
2025-02-12,tablet,organic,13,6,2.0,1.0,1.0
2025-02-12,mobile,paid,83,37,6.0,2.0,1.0
2025-02-12,desktop,paid,41,17,1.0,1.0,0.0
2025-02-12,tablet,paid,13,3,2.0,1.0,0.0
2025-02-12,mobile,referral,52,24,12.0,10.0,8.0
2025-02-12,desktop,referral,26,13,7.0,4.0,3.0
2025-02-12,tablet,referral,8,2,2.0,0.0,0.0
2025-02-12,mobile,social,19,5,2.0,2.0,1.0
2025-02-12,desktop,social,9,5,3.0,3.0,3.0
2025-02-12,tablet,social,3,2,1.0,0.0,0.0
2025-02-13,mobile,organic,76,26,14.0,13.0,12.0
2025-02-13,desktop,organic,38,17,9.0,6.0,5.0
2025-02-13,tablet,organic,12,7,4.0,2.0,2.0
2025-02-13,mobile,paid,84,36,4.0,2.0,0.0
2025-02-13,desktop,paid,42,17,1.0,1.0,1.0
2025-02-13,tablet,paid,14,9,2.0,1.0,1.0
2025-02-13,mobile,referral,53,24,19.0,17.0,13.0
2025-02-13,desktop,referral,26,9,4.0,4.0,2.0
2025-02-13,tablet,referral,8,3,1.0,1.0,1.0
2025-02-13,mobile,social,23,11,4.0,3.0,2.0
2025-02-13,desktop,social,11,5,3.0,3.0,3.0
2025-02-13,tablet,social,3,1,0.0,0.0,0.0
2025-02-14,mobile,organic,67,30,11.0,10.0,10.0
2025-02-14,desktop,organic,33,10,5.0,4.0,4.0
2025-02-14,tablet,organic,11,5,3.0,3.0,2.0
2025-02-14,mobile,paid,82,37,3.0,1.0,1.0
2025-02-14,desktop,paid,41,21,3.0,2.0,2.0
2025-02-14,tablet,paid,13,4,2.0,1.0,0.0
2025-02-14,mobile,referral,46,18,14.0,12.0,9.0
2025-02-14,desktop,referral,23,9,5.0,3.0,2.0
2025-02-14,tablet,referral,7,5,3.0,3.0,2.0
2025-02-14,mobile,social,14,5,1.0,1.0,1.0
2025-02-14,desktop,social,7,3,3.0,2.0,2.0
2025-02-14,tablet,social,2,0,0.0,0.0,0.0
2025-02-15,mobile,organic,62,29,14.0,10.0,10.0
2025-02-15,desktop,organic,31,12,5.0,5.0,4.0
2025-02-15,tablet,organic,10,5,2.0,1.0,1.0
2025-02-15,mobile,paid,88,33,4.0,2.0,0.0
2025-02-15,desktop,paid,44,13,3.0,1.0,0.0
2025-02-15,tablet,paid,14,8,4.0,1.0,1.0
2025-02-15,mobile,referral,54,24,16.0,10.0,6.0
2025-02-15,desktop,referral,27,8,5.0,2.0,2.0
2025-02-15,tablet,referral,9,4,2.0,2.0,2.0
2025-02-15,mobile,social,15,5,3.0,3.0,2.0
2025-02-15,desktop,social,7,2,0.0,0.0,0.0
2025-02-15,tablet,social,2,1,0.0,0.0,0.0
2025-02-16,mobile,organic,75,31,16.0,15.0,14.0
2025-02-16,desktop,organic,37,14,7.0,5.0,5.0
2025-02-16,tablet,organic,12,4,2.0,2.0,2.0
2025-02-16,mobile,paid,95,32,3.0,0.0,0.0
2025-02-16,desktop,paid,47,14,1.0,0.0,0.0
2025-02-16,tablet,paid,15,8,0.0,0.0,0.0
2025-02-16,mobile,referral,49,20,16.0,14.0,12.0
2025-02-16,desktop,referral,24,12,5.0,5.0,5.0
2025-02-16,tablet,referral,8,2,0.0,0.0,0.0
2025-02-16,mobile,social,18,5,1.0,1.0,1.0
2025-02-16,desktop,social,9,3,3.0,1.0,1.0
2025-02-16,tablet,social,3,1,0.0,0.0,0.0
2025-02-17,mobile,organic,62,26,11.0,9.0,7.0
2025-02-17,desktop,organic,31,15,7.0,7.0,6.0
2025-02-17,tablet,organic,10,4,3.0,3.0,3.0
2025-02-17,mobile,paid,112,48,5.0,4.0,1.0
2025-02-17,desktop,paid,56,22,1.0,1.0,1.0
2025-02-17,tablet,paid,18,7,0.0,0.0,0.0
2025-02-17,mobile,referral,48,15,6.0,5.0,3.0
2025-02-17,desktop,referral,24,11,5.0,5.0,3.0
2025-02-17,tablet,referral,8,2,1.0,1.0,1.0
2025-02-17,mobile,social,20,10,1.0,0.0,0.0
2025-02-17,desktop,social,10,4,2.0,2.0,2.0
2025-02-17,tablet,social,3,1,1.0,1.0,1.0
2025-02-18,mobile,organic,62,21,12.0,8.0,8.0
2025-02-18,desktop,organic,31,11,7.0,6.0,6.0
2025-02-18,tablet,organic,10,9,5.0,4.0,3.0
2025-02-18,mobile,paid,94,44,3.0,1.0,1.0
2025-02-18,desktop,paid,47,19,3.0,1.0,0.0
2025-02-18,tablet,paid,15,5,0.0,0.0,0.0
2025-02-18,mobile,referral,54,25,17.0,16.0,14.0
2025-02-18,desktop,referral,27,13,6.0,5.0,2.0
2025-02-18,tablet,referral,9,1,0.0,0.0,0.0
2025-02-18,mobile,social,19,5,1.0,1.0,1.0
2025-02-18,desktop,social,9,6,1.0,1.0,1.0
2025-02-18,tablet,social,3,1,0.0,0.0,0.0
2025-02-19,mobile,organic,60,28,9.0,5.0,4.0
2025-02-19,desktop,organic,30,15,10.0,10.0,10.0
2025-02-19,tablet,organic,10,3,1.0,1.0,1.0
2025-02-19,mobile,paid,91,35,3.0,2.0,2.0
2025-02-19,desktop,paid,45,21,2.0,1.0,0.0
2025-02-19,tablet,paid,15,7,0.0,0.0,0.0
2025-02-19,mobile,referral,49,27,16.0,15.0,14.0
2025-02-19,desktop,referral,24,10,5.0,5.0,5.0
2025-02-19,tablet,referral,8,3,2.0,2.0,2.0
2025-02-19,mobile,social,22,13,9.0,9.0,8.0
2025-02-19,desktop,social,11,3,0.0,0.0,0.0
2025-02-19,tablet,social,3,1,0.0,0.0,0.0
2025-02-20,mobile,organic,54,22,10.0,8.0,7.0
2025-02-20,desktop,organic,27,14,5.0,5.0,5.0
2025-02-20,tablet,organic,9,3,1.0,1.0,1.0
2025-02-20,mobile,paid,97,40,6.0,1.0,0.0
2025-02-20,desktop,paid,48,21,4.0,0.0,0.0
2025-02-20,tablet,paid,16,8,1.0,0.0,0.0
2025-02-20,mobile,referral,48,22,15.0,11.0,9.0
2025-02-20,desktop,referral,24,11,3.0,2.0,1.0
2025-02-20,tablet,referral,8,4,1.0,1.0,1.0
2025-02-20,mobile,social,10,6,2.0,2.0,2.0
2025-02-20,desktop,social,5,3,0.0,0.0,0.0
2025-02-20,tablet,social,1,1,1.0,1.0,1.0
2025-02-21,mobile,organic,60,23,12.0,10.0,9.0
2025-02-21,desktop,organic,30,16,7.0,5.0,5.0
2025-02-21,tablet,organic,10,2,2.0,2.0,2.0
2025-02-21,mobile,paid,90,38,1.0,0.0,0.0
2025-02-21,desktop,paid,45,22,1.0,0.0,0.0
2025-02-21,tablet,paid,15,7,0.0,0.0,0.0
2025-02-21,mobile,referral,57,25,15.0,14.0,7.0
2025-02-21,desktop,referral,28,11,9.0,8.0,8.0
2025-02-21,tablet,referral,9,4,2.0,2.0,1.0
2025-02-21,mobile,social,22,13,6.0,6.0,5.0
2025-02-21,desktop,social,11,3,1.0,1.0,1.0
2025-02-21,tablet,social,3,0,0.0,0.0,0.0
2025-02-22,mobile,organic,63,24,11.0,10.0,9.0
2025-02-22,desktop,organic,31,13,8.0,7.0,7.0
2025-02-22,tablet,organic,10,6,3.0,2.0,2.0
2025-02-22,mobile,paid,106,36,4.0,0.0,0.0
2025-02-22,desktop,paid,53,29,2.0,2.0,1.0
2025-02-22,tablet,paid,17,8,2.0,2.0,0.0
2025-02-22,mobile,referral,49,16,4.0,4.0,2.0
2025-02-22,desktop,referral,24,7,5.0,2.0,2.0
2025-02-22,tablet,referral,8,4,1.0,1.0,1.0
2025-02-22,mobile,social,17,5,3.0,3.0,3.0
2025-02-22,desktop,social,8,1,0.0,0.0,0.0
2025-02-22,tablet,social,2,0,0.0,0.0,0.0
2025-02-23,mobile,organic,58,22,13.0,10.0,9.0
2025-02-23,desktop,organic,29,13,9.0,8.0,8.0
2025-02-23,tablet,organic,9,3,2.0,2.0,2.0
2025-02-23,mobile,paid,103,42,1.0,0.0,0.0
2025-02-23,desktop,paid,51,20,3.0,1.0,0.0
2025-02-23,tablet,paid,17,8,2.0,1.0,0.0
2025-02-23,mobile,referral,46,19,7.0,4.0,2.0
2025-02-23,desktop,referral,23,13,7.0,6.0,6.0
2025-02-23,tablet,referral,7,2,1.0,1.0,1.0
2025-02-23,mobile,social,16,6,3.0,3.0,2.0
2025-02-23,desktop,social,8,5,3.0,3.0,2.0
2025-02-23,tablet,social,2,0,0.0,0.0,0.0
2025-02-24,mobile,organic,58,20,10.0,8.0,8.0
2025-02-24,desktop,organic,29,10,6.0,5.0,5.0
2025-02-24,tablet,organic,9,4,4.0,4.0,3.0
2025-02-24,mobile,paid,94,39,7.0,1.0,0.0
2025-02-24,desktop,paid,47,22,3.0,1.0,0.0
2025-02-24,tablet,paid,15,8,0.0,0.0,0.0
2025-02-24,mobile,referral,48,16,12.0,9.0,7.0
2025-02-24,desktop,referral,24,11,3.0,2.0,0.0
2025-02-24,tablet,referral,8,3,2.0,2.0,2.0
2025-02-24,mobile,social,16,10,2.0,2.0,2.0
2025-02-24,desktop,social,8,2,1.0,1.0,0.0
2025-02-24,tablet,social,2,0,0.0,0.0,0.0
2025-02-25,mobile,organic,67,29,13.0,11.0,11.0
2025-02-25,desktop,organic,33,10,3.0,3.0,3.0
2025-02-25,tablet,organic,11,8,4.0,2.0,2.0
2025-02-25,mobile,paid,99,45,4.0,2.0,1.0
2025-02-25,desktop,paid,49,20,0.0,0.0,0.0
2025-02-25,tablet,paid,16,6,1.0,0.0,0.0
2025-02-25,mobile,referral,47,22,11.0,10.0,6.0
2025-02-25,desktop,referral,23,17,13.0,12.0,11.0
2025-02-25,tablet,referral,7,2,2.0,2.0,1.0
2025-02-25,mobile,social,16,2,1.0,1.0,1.0
2025-02-25,desktop,social,8,3,0.0,0.0,0.0
2025-02-25,tablet,social,2,1,1.0,1.0,1.0
2025-02-26,mobile,organic,52,16,5.0,3.0,1.0
2025-02-26,desktop,organic,26,12,4.0,2.0,0.0
2025-02-26,tablet,organic,8,2,0.0,0.0,0.0
2025-02-26,mobile,paid,85,29,7.0,2.0,0.0
2025-02-26,desktop,paid,42,18,1.0,1.0,1.0
2025-02-26,tablet,paid,14,6,0.0,0.0,0.0
2025-02-26,mobile,referral,48,16,12.0,10.0,7.0
2025-02-26,desktop,referral,24,11,3.0,3.0,1.0
2025-02-26,tablet,referral,8,3,2.0,1.0,1.0
2025-02-26,mobile,social,15,10,2.0,2.0,2.0
2025-02-26,desktop,social,7,2,0.0,0.0,0.0
2025-02-26,tablet,social,2,2,2.0,2.0,1.0
2025-02-27,mobile,organic,70,30,12.0,9.0,
2025-02-27,desktop,organic,35,13,7.0,5.0,
2025-02-27,tablet,organic,11,4,3.0,3.0,
2025-02-27,mobile,paid,108,48,5.0,1.0,
2025-02-27,desktop,paid,54,22,1.0,0.0,
2025-02-27,tablet,paid,18,5,1.0,1.0,
2025-02-27,mobile,referral,49,19,9.0,7.0,
2025-02-27,desktop,referral,24,12,7.0,7.0,
2025-02-27,tablet,referral,8,3,2.0,2.0,
2025-02-27,mobile,social,13,8,2.0,2.0,
2025-02-27,desktop,social,6,0,0.0,0.0,
2025-02-27,tablet,social,2,0,0.0,0.0,
2025-02-28,mobile,organic,43,20,12.0,11.0,
2025-02-28,desktop,organic,21,11,2.0,2.0,
2025-02-28,tablet,organic,7,1,1.0,0.0,
2025-02-28,mobile,paid,78,28,4.0,1.0,
2025-02-28,desktop,paid,39,19,0.0,0.0,
2025-02-28,tablet,paid,13,6,0.0,0.0,
2025-02-28,mobile,referral,29,15,10.0,9.0,
2025-02-28,desktop,referral,14,5,3.0,3.0,
2025-02-28,tablet,referral,4,1,0.0,0.0,
2025-02-28,mobile,social,11,4,3.0,3.0,
2025-02-28,desktop,social,5,4,2.0,2.0,
2025-02-28,tablet,social,1,0,0.0,0.0,
2025-03-01,mobile,organic,55,23,13.0,10.0,
2025-03-01,desktop,organic,27,11,4.0,3.0,
2025-03-01,tablet,organic,9,5,3.0,2.0,
2025-03-01,mobile,paid,92,39,3.0,1.0,
2025-03-01,desktop,paid,46,16,3.0,1.0,
2025-03-01,tablet,paid,15,4,1.0,1.0,
2025-03-01,mobile,referral,28,10,4.0,4.0,
2025-03-01,desktop,referral,14,7,4.0,4.0,
2025-03-01,tablet,referral,4,2,1.0,1.0,
2025-03-01,mobile,social,13,4,0.0,0.0,
2025-03-01,desktop,social,6,3,0.0,0.0,
2025-03-01,tablet,social,2,0,0.0,0.0,
2025-03-02,mobile,organic,71,31,19.0,14.0,
2025-03-02,desktop,organic,35,11,5.0,4.0,
2025-03-02,tablet,organic,11,4,3.0,3.0,
2025-03-02,mobile,paid,114,46,2.0,0.0,
2025-03-02,desktop,paid,57,31,6.0,2.0,
2025-03-02,tablet,paid,19,9,2.0,1.0,
2025-03-02,mobile,referral,42,19,13.0,9.0,
2025-03-02,desktop,referral,21,11,6.0,5.0,
2025-03-02,tablet,referral,7,3,1.0,1.0,
2025-03-02,mobile,social,22,10,3.0,2.0,
2025-03-02,desktop,social,11,5,0.0,0.0,
2025-03-02,tablet,social,3,0,0.0,0.0,
2025-03-03,mobile,organic,52,24,12.0,11.0,
2025-03-03,desktop,organic,26,12,6.0,6.0,
2025-03-03,tablet,organic,8,3,2.0,2.0,
2025-03-03,mobile,paid,93,41,3.0,1.0,
2025-03-03,desktop,paid,46,19,0.0,0.0,
2025-03-03,tablet,paid,15,3,0.0,0.0,
2025-03-03,mobile,referral,34,13,6.0,6.0,
2025-03-03,desktop,referral,17,8,7.0,7.0,
2025-03-03,tablet,referral,5,0,0.0,0.0,
2025-03-03,mobile,social,15,10,2.0,2.0,
2025-03-03,desktop,social,7,3,0.0,0.0,
2025-03-03,tablet,social,2,2,1.0,1.0,
2025-03-04,mobile,organic,55,22,9.0,6.0,
2025-03-04,desktop,organic,27,9,2.0,2.0,
2025-03-04,tablet,organic,9,5,4.0,3.0,
2025-03-04,mobile,paid,120,51,5.0,2.0,
2025-03-04,desktop,paid,60,29,3.0,1.0,
2025-03-04,tablet,paid,20,8,3.0,0.0,
2025-03-04,mobile,referral,53,31,17.0,11.0,
2025-03-04,desktop,referral,26,10,6.0,5.0,
2025-03-04,tablet,referral,8,3,1.0,0.0,
2025-03-04,mobile,social,16,7,1.0,1.0,
2025-03-04,desktop,social,8,3,2.0,1.0,
2025-03-04,tablet,social,2,1,0.0,0.0,
2025-03-05,mobile,organic,58,31,13.0,7.0,
2025-03-05,desktop,organic,29,12,6.0,6.0,
2025-03-05,tablet,organic,9,3,0.0,0.0,
2025-03-05,mobile,paid,118,49,1.0,0.0,
2025-03-05,desktop,paid,59,29,3.0,1.0,
2025-03-05,tablet,paid,19,8,1.0,0.0,
2025-03-05,mobile,referral,42,14,8.0,6.0,
2025-03-05,desktop,referral,21,8,3.0,3.0,
2025-03-05,tablet,referral,7,2,1.0,1.0,
2025-03-05,mobile,social,15,6,4.0,3.0,
2025-03-05,desktop,social,7,1,0.0,0.0,
2025-03-05,tablet,social,2,0,0.0,0.0,
2025-03-06,mobile,organic,62,32,15.0,10.0,
2025-03-06,desktop,organic,31,13,4.0,2.0,
2025-03-06,tablet,organic,10,3,2.0,2.0,
2025-03-06,mobile,paid,100,39,3.0,1.0,
2025-03-06,desktop,paid,50,23,3.0,0.0,
2025-03-06,tablet,paid,16,7,1.0,1.0,
2025-03-06,mobile,referral,34,17,8.0,6.0,
2025-03-06,desktop,referral,17,6,4.0,2.0,
2025-03-06,tablet,referral,5,2,2.0,2.0,
2025-03-06,mobile,social,13,3,1.0,1.0,
2025-03-06,desktop,social,6,3,1.0,1.0,
2025-03-06,tablet,social,2,0,0.0,0.0,
2025-03-07,mobile,organic,46,20,9.0,8.0,
2025-03-07,desktop,organic,23,7,3.0,3.0,
2025-03-07,tablet,organic,7,1,1.0,1.0,
2025-03-07,mobile,paid,102,41,4.0,2.0,
2025-03-07,desktop,paid,51,21,4.0,0.0,
2025-03-07,tablet,paid,17,6,0.0,0.0,
2025-03-07,mobile,referral,40,17,7.0,6.0,
2025-03-07,desktop,referral,20,10,5.0,4.0,
2025-03-07,tablet,referral,6,3,2.0,2.0,
2025-03-07,mobile,social,16,11,4.0,3.0,
2025-03-07,desktop,social,8,0,0.0,0.0,
2025-03-07,tablet,social,2,1,0.0,0.0,
2025-03-08,mobile,organic,50,28,16.0,14.0,
2025-03-08,desktop,organic,25,11,5.0,5.0,
2025-03-08,tablet,organic,8,5,2.0,2.0,
2025-03-08,mobile,paid,99,40,4.0,1.0,
2025-03-08,desktop,paid,49,22,5.0,2.0,
2025-03-08,tablet,paid,16,2,0.0,0.0,
2025-03-08,mobile,referral,37,14,8.0,6.0,
2025-03-08,desktop,referral,18,7,3.0,3.0,
2025-03-08,tablet,referral,6,3,2.0,1.0,
2025-03-08,mobile,social,10,5,1.0,1.0,
2025-03-08,desktop,social,5,2,1.0,1.0,
2025-03-08,tablet,social,1,0,0.0,0.0,
2025-03-09,mobile,organic,56,20,12.0,10.0,
2025-03-09,desktop,organic,28,14,10.0,10.0,
2025-03-09,tablet,organic,9,2,1.0,0.0,
2025-03-09,mobile,paid,108,51,7.0,1.0,
2025-03-09,desktop,paid,54,23,0.0,0.0,
2025-03-09,tablet,paid,18,8,2.0,1.0,
2025-03-09,mobile,referral,40,18,11.0,10.0,
2025-03-09,desktop,referral,20,7,3.0,3.0,
2025-03-09,tablet,referral,6,3,2.0,2.0,
2025-03-09,mobile,social,11,5,1.0,1.0,
2025-03-09,desktop,social,5,1,1.0,1.0,
2025-03-09,tablet,social,1,1,1.0,1.0,
2025-03-10,mobile,organic,48,17,11.0,10.0,
2025-03-10,desktop,organic,24,8,4.0,4.0,
2025-03-10,tablet,organic,8,0,0.0,0.0,
2025-03-10,mobile,paid,119,48,0.0,0.0,
2025-03-10,desktop,paid,59,30,3.0,1.0,
2025-03-10,tablet,paid,19,13,0.0,0.0,
2025-03-10,mobile,referral,39,17,11.0,9.0,
2025-03-10,desktop,referral,19,7,5.0,2.0,
2025-03-10,tablet,referral,6,1,0.0,0.0,
2025-03-10,mobile,social,14,4,1.0,1.0,
2025-03-10,desktop,social,7,4,0.0,0.0,
2025-03-10,tablet,social,2,1,0.0,0.0,
2025-03-11,mobile,organic,54,21,8.0,7.0,
2025-03-11,desktop,organic,27,11,3.0,3.0,
2025-03-11,tablet,organic,9,1,0.0,0.0,
2025-03-11,mobile,paid,103,41,5.0,2.0,
2025-03-11,desktop,paid,51,29,8.0,4.0,
2025-03-11,tablet,paid,17,4,0.0,0.0,
2025-03-11,mobile,referral,45,21,13.0,11.0,
2025-03-11,desktop,referral,22,9,7.0,5.0,
2025-03-11,tablet,referral,7,2,1.0,1.0,
2025-03-11,mobile,social,16,3,2.0,2.0,
2025-03-11,desktop,social,8,2,0.0,0.0,
2025-03-11,tablet,social,2,2,1.0,1.0,
2025-03-12,mobile,organic,62,21,13.0,9.0,
2025-03-12,desktop,organic,31,12,4.0,4.0,
2025-03-12,tablet,organic,10,7,4.0,4.0,
2025-03-12,mobile,paid,121,46,6.0,2.0,
2025-03-12,desktop,paid,60,23,0.0,0.0,
2025-03-12,tablet,paid,20,5,0.0,0.0,
2025-03-12,mobile,referral,39,14,10.0,10.0,
2025-03-12,desktop,referral,19,10,3.0,2.0,
2025-03-12,tablet,referral,6,1,1.0,1.0,
2025-03-12,mobile,social,13,4,2.0,2.0,
2025-03-12,desktop,social,6,2,1.0,1.0,
2025-03-12,tablet,social,2,1,0.0,0.0,
2025-03-13,mobile,organic,52,26,13.0,11.0,
2025-03-13,desktop,organic,26,7,2.0,1.0,
2025-03-13,tablet,organic,8,2,1.0,1.0,
2025-03-13,mobile,paid,122,51,3.0,0.0,
2025-03-13,desktop,paid,61,31,1.0,0.0,
2025-03-13,tablet,paid,20,8,0.0,0.0,
2025-03-13,mobile,referral,40,18,7.0,7.0,
2025-03-13,desktop,referral,20,10,3.0,2.0,
2025-03-13,tablet,referral,6,2,1.0,1.0,
2025-03-13,mobile,social,13,4,1.0,1.0,
2025-03-13,desktop,social,6,4,1.0,1.0,
2025-03-13,tablet,social,2,1,0.0,0.0,
2025-03-14,mobile,organic,52,19,9.0,8.0,
2025-03-14,desktop,organic,26,9,5.0,4.0,
2025-03-14,tablet,organic,8,2,1.0,1.0,
2025-03-14,mobile,paid,100,46,3.0,0.0,
2025-03-14,desktop,paid,50,20,2.0,0.0,
2025-03-14,tablet,paid,16,7,2.0,1.0,
2025-03-14,mobile,referral,36,16,10.0,7.0,
2025-03-14,desktop,referral,18,7,4.0,4.0,
2025-03-14,tablet,referral,6,5,4.0,4.0,
2025-03-14,mobile,social,16,10,8.0,7.0,
2025-03-14,desktop,social,8,3,0.0,0.0,
2025-03-14,tablet,social,2,2,1.0,1.0,
2025-03-15,mobile,organic,57,27,14.0,10.0,
2025-03-15,desktop,organic,28,11,7.0,3.0,
2025-03-15,tablet,organic,9,3,2.0,2.0,
2025-03-15,mobile,paid,123,48,7.0,2.0,
2025-03-15,desktop,paid,61,26,1.0,0.0,
2025-03-15,tablet,paid,20,11,1.0,0.0,
2025-03-15,mobile,referral,30,12,10.0,7.0,
2025-03-15,desktop,referral,15,10,6.0,5.0,
2025-03-15,tablet,referral,5,3,2.0,1.0,
2025-03-15,mobile,social,15,4,0.0,0.0,
2025-03-15,desktop,social,7,3,2.0,2.0,
2025-03-15,tablet,social,2,1,1.0,1.0,
2025-03-16,mobile,organic,63,27,13.0,10.0,
2025-03-16,desktop,organic,31,8,4.0,3.0,
2025-03-16,tablet,organic,10,5,4.0,3.0,
2025-03-16,mobile,paid,135,46,5.0,0.0,
2025-03-16,desktop,paid,67,31,1.0,0.0,
2025-03-16,tablet,paid,22,6,0.0,0.0,
2025-03-16,mobile,referral,37,12,6.0,5.0,
2025-03-16,desktop,referral,18,6,5.0,3.0,
2025-03-16,tablet,referral,6,2,1.0,1.0,
2025-03-16,mobile,social,15,3,1.0,1.0,
2025-03-16,desktop,social,7,3,1.0,1.0,
2025-03-16,tablet,social,2,1,0.0,0.0,
2025-03-17,mobile,organic,57,19,13.0,9.0,
2025-03-17,desktop,organic,28,12,5.0,5.0,
2025-03-17,tablet,organic,9,6,2.0,1.0,
2025-03-17,mobile,paid,110,44,3.0,0.0,
2025-03-17,desktop,paid,55,13,1.0,0.0,
2025-03-17,tablet,paid,18,3,0.0,0.0,
2025-03-17,mobile,referral,37,17,11.0,8.0,
2025-03-17,desktop,referral,18,7,5.0,5.0,
2025-03-17,tablet,referral,6,4,2.0,2.0,
2025-03-17,mobile,social,17,7,3.0,3.0,
2025-03-17,desktop,social,8,3,0.0,0.0,
2025-03-17,tablet,social,2,0,0.0,0.0,
