day,location,browser,device,channel,returning_user,visitors,sales,spend
2025-05-24,western,chrome,mobile,paid_social,new,37,0,72
2025-05-24,western,chrome,mobile,paid_social,returning,32,0,70
2025-05-24,western,chrome,mobile,direct,new,32,1,0
2025-05-24,western,chrome,mobile,direct,returning,33,1,0
2025-05-24,western,chrome,desktop,organic,new,64,3,0
2025-05-24,western,chrome,desktop,organic,returning,61,7,0
2025-05-24,western,chrome,desktop,paid_search,new,57,0,164
2025-05-24,western,chrome,desktop,paid_search,returning,25,0,160
2025-05-24,western,chrome,desktop,paid_social,new,33,1,68
2025-05-24,western,chrome,desktop,paid_social,returning,31,1,66
2025-05-24,western,chrome,desktop,direct,new,25,2,0
2025-05-24,western,chrome,desktop,direct,returning,31,2,0
2025-05-24,western,chrome,tablet,organic,new,35,0,0
2025-05-24,western,chrome,tablet,organic,returning,36,2,0
2025-05-24,western,chrome,tablet,paid_search,new,22,0,78
2025-05-24,western,chrome,tablet,paid_search,returning,13,0,76
2025-05-24,western,chrome,tablet,paid_social,new,24,0,32
2025-05-24,western,chrome,tablet,paid_social,returning,15,2,32
2025-05-24,western,chrome,tablet,direct,new,17,1,0
2025-05-24,western,chrome,tablet,direct,returning,10,1,0
2025-05-24,western,firefox,mobile,organic,new,45,1,0
2025-05-24,western,firefox,mobile,organic,returning,35,2,0
2025-05-24,western,firefox,mobile,paid_search,new,35,1,115
2025-05-24,western,firefox,mobile,paid_search,returning,25,2,112
2025-05-24,western,firefox,mobile,paid_social,new,30,3,47
2025-05-24,western,firefox,mobile,paid_social,returning,16,0,46
2025-05-24,western,firefox,mobile,direct,new,19,0,0
2025-05-24,western,firefox,mobile,direct,returning,24,2,0
2025-05-24,western,firefox,desktop,organic,new,38,3,0
2025-05-24,western,firefox,desktop,organic,returning,42,6,0
2025-05-24,western,firefox,desktop,paid_search,new,34,1,108
2025-05-24,western,firefox,desktop,paid_search,returning,21,3,105
2025-05-24,western,firefox,desktop,paid_social,new,22,0,45
2025-05-24,western,firefox,desktop,paid_social,returning,26,3,43
2025-05-24,western,firefox,desktop,direct,new,26,3,0
2025-05-24,western,firefox,desktop,direct,returning,18,3,0
2025-05-24,western,firefox,tablet,organic,new,18,0,0
2025-05-24,western,firefox,tablet,organic,returning,16,0,0
2025-05-24,western,firefox,tablet,paid_search,new,15,0,51
2025-05-24,western,firefox,tablet,paid_search,returning,10,0,50
2025-05-24,western,firefox,tablet,paid_social,new,16,1,21
2025-05-24,western,firefox,tablet,paid_social,returning,16,0,21
2025-05-24,western,firefox,tablet,direct,new,14,0,0
2025-05-24,western,firefox,tablet,direct,returning,8,1,0
2025-05-24,western,safari,mobile,organic,new,19,0,0
2025-05-24,western,safari,mobile,organic,returning,21,1,0
2025-05-24,western,safari,mobile,paid_search,new,11,0,74
2025-05-24,western,safari,mobile,paid_search,returning,14,1,72
2025-05-24,western,safari,mobile,paid_social,new,23,0,31
2025-05-24,western,safari,mobile,paid_social,returning,11,2,30
2025-05-24,western,safari,mobile,direct,new,12,0,0
2025-05-24,western,safari,mobile,direct,returning,19,3,0
2025-05-24,western,safari,desktop,organic,new,25,1,0
2025-05-24,western,safari,desktop,organic,returning,23,2,0
2025-05-24,western,safari,desktop,paid_search,new,11,0,70
2025-05-24,western,safari,desktop,paid_search,returning,21,0,68
2025-05-24,western,safari,desktop,paid_social,new,13,0,29
2025-05-24,western,safari,desktop,paid_social,returning,14,0,28
2025-05-24,western,safari,desktop,direct,new,13,0,0
2025-05-24,western,safari,desktop,direct,returning,7,1,0
2025-05-24,western,safari,tablet,organic,new,10,0,0
2025-05-24,western,safari,tablet,organic,returning,9,0,0
2025-05-24,western,safari,tablet,paid_search,new,5,0,33
2025-05-24,western,safari,tablet,paid_search,returning,10,2,32
2025-05-24,western,safari,tablet,paid_social,new,8,0,14
2025-05-24,western,safari,tablet,paid_social,returning,6,0,13
2025-05-24,western,safari,tablet,direct,new,7,1,0
2025-05-24,western,safari,tablet,direct,returning,10,0,0
2025-05-24,central,chrome,mobile,organic,new,51,4,0
2025-05-24,central,chrome,mobile,organic,returning,46,0,0
2025-05-24,central,chrome,mobile,paid_search,new,22,1,82
2025-05-24,central,chrome,mobile,paid_search,returning,21,0,79
2025-05-24,central,chrome,mobile,paid_social,new,23,1,34
2025-05-24,central,chrome,mobile,paid_social,returning,18,0,33
2025-05-24,central,chrome,mobile,direct,new,18,0,0
2025-05-24,central,chrome,mobile,direct,returning,25,0,0
2025-05-24,central,chrome,desktop,organic,new,26,0,0
2025-05-24,central,chrome,desktop,organic,returning,38,4,0
2025-05-24,central,chrome,desktop,paid_search,new,17,0,77
2025-05-24,central,chrome,desktop,paid_search,returning,18,2,75
2025-05-24,central,chrome,desktop,paid_social,new,20,0,32
2025-05-24,central,chrome,desktop,paid_social,returning,10,1,31
2025-05-24,central,chrome,desktop,direct,new,23,0,0
2025-05-24,central,chrome,desktop,direct,returning,14,3,0
2025-05-24,central,chrome,tablet,organic,new,21,2,0
2025-05-24,central,chrome,tablet,organic,returning,11,0,0
2025-05-24,central,chrome,tablet,paid_search,new,9,0,37
2025-05-24,central,chrome,tablet,paid_search,returning,14,1,36
2025-05-24,central,chrome,tablet,paid_social,new,12,0,15
2025-05-24,central,chrome,tablet,paid_social,returning,14,0,15
2025-05-24,central,chrome,tablet,direct,new,20,0,0
2025-05-24,central,chrome,tablet,direct,returning,7,1,0
2025-05-24,central,firefox,mobile,organic,new,22,0,0
2025-05-24,central,firefox,mobile,organic,returning,25,0,0
2025-05-24,central,firefox,mobile,paid_search,new,27,0,54
2025-05-24,central,firefox,mobile,paid_search,returning,13,0,52
2025-05-24,central,firefox,mobile,paid_social,new,16,1,22
2025-05-24,central,firefox,mobile,paid_social,returning,13,2,22
2025-05-24,central,firefox,mobile,direct,new,10,0,0
2025-05-24,central,firefox,mobile,direct,returning,10,0,0
2025-05-24,central,firefox,desktop,organic,new,27,1,0
2025-05-24,central,firefox,desktop,organic,returning,21,1,0
2025-05-24,central,firefox,desktop,paid_search,new,7,0,50
2025-05-24,central,firefox,desktop,paid_search,returning,10,0,49
2025-05-24,central,firefox,desktop,paid_social,new,9,0,21
2025-05-24,central,firefox,desktop,paid_social,returning,8,0,20
2025-05-24,central,firefox,desktop,direct,new,16,1,0
2025-05-24,central,firefox,desktop,direct,returning,4,0,0
2025-05-24,central,firefox,tablet,organic,new,9,1,0
2025-05-24,central,firefox,tablet,organic,returning,8,0,0
2025-05-24,central,firefox,tablet,paid_search,new,8,0,24
2025-05-24,central,firefox,tablet,paid_search,returning,6,1,23
2025-05-24,central,firefox,tablet,paid_social,new,5,0,10
2025-05-24,central,firefox,tablet,paid_social,returning,3,0,10
2025-05-24,central,firefox,tablet,direct,new,4,0,0
2025-05-24,central,firefox,tablet,direct,returning,5,0,0
2025-05-24,central,safari,mobile,organic,new,14,1,0
2025-05-24,central,safari,mobile,organic,returning,20,1,0
2025-05-24,central,safari,mobile,paid_search,new,9,0,35
2025-05-24,central,safari,mobile,paid_search,returning,4,0,34
2025-05-24,central,safari,mobile,paid_social,new,11,0,14
2025-05-24,central,safari,mobile,paid_social,returning,6,2,14
2025-05-24,central,safari,mobile,direct,new,9,0,0
2025-05-24,central,safari,mobile,direct,returning,5,0,0
2025-05-24,central,safari,desktop,organic,new,17,0,0
2025-05-24,central,safari,desktop,organic,returning,16,1,0
2025-05-24,central,safari,desktop,paid_search,new,14,0,33
2025-05-24,central,safari,desktop,paid_search,returning,6,1,32
2025-05-24,central,safari,desktop,paid_social,new,7,0,13
2025-05-24,central,safari,desktop,paid_social,returning,7,0,13
2025-05-24,central,safari,desktop,direct,new,12,1,0
2025-05-24,central,safari,desktop,direct,returning,9,0,0
2025-05-24,central,safari,tablet,organic,new,4,0,0
2025-05-24,central,safari,tablet,organic,returning,4,0,0
2025-05-24,central,safari,tablet,paid_search,new,5,1,15
2025-05-24,central,safari,tablet,paid_search,returning,2,0,15
2025-05-24,central,safari,tablet,paid_social,new,4,0,6
2025-05-24,central,safari,tablet,paid_social,returning,3,0,6
2025-05-24,central,safari,tablet,direct,new,5,1,0
2025-05-24,central,safari,tablet,direct,returning,5,0,28
2025-05-25,northern,chrome,mobile,organic,new,115,7,0
2025-05-25,northern,chrome,mobile,organic,returning,95,12,0
2025-05-25,northern,chrome,mobile,paid_search,new,81,1,297
2025-05-25,northern,chrome,mobile,paid_search,returning,57,7,255
2025-05-25,northern,chrome,mobile,paid_social,new,68,1,119
2025-05-25,northern,chrome,mobile,paid_social,returning,55,6,102
2025-05-25,northern,chrome,mobile,direct,new,70,2,0
2025-05-25,northern,chrome,mobile,direct,returning,48,3,0
2025-05-25,northern,chrome,desktop,organic,new,103,3,0
2025-05-25,northern,chrome,desktop,organic,returning,85,8,0
2025-05-25,northern,chrome,desktop,paid_search,new,77,3,277
2025-05-25,northern,chrome,desktop,paid_search,returning,57,5,237
2025-05-25,northern,chrome,desktop,paid_social,new,70,1,111
2025-05-25,northern,chrome,desktop,paid_social,returning,59,3,95
2025-05-25,northern,chrome,desktop,direct,new,55,0,0
2025-05-25,northern,chrome,desktop,direct,returning,46,6,0
2025-05-25,northern,chrome,tablet,organic,new,63,3,0
2025-05-25,northern,chrome,tablet,organic,returning,45,1,0
2025-05-25,northern,chrome,tablet,paid_search,new,33,1,130
2025-05-25,northern,chrome,tablet,paid_search,returning,25,0,112
2025-05-25,northern,chrome,tablet,paid_social,new,40,2,52
2025-05-25,northern,chrome,tablet,paid_social,returning,24,3,45
2025-05-25,northern,chrome,tablet,direct,new,27,1,0
2025-05-25,northern,chrome,tablet,direct,returning,28,4,0
2025-05-25,northern,firefox,mobile,organic,new,62,4,0
2025-05-25,northern,firefox,mobile,organic,returning,51,7,0
2025-05-25,northern,firefox,mobile,paid_search,new,40,1,182
2025-05-25,northern,firefox,mobile,paid_search,returning,36,2,156
2025-05-25,northern,firefox,mobile,paid_social,new,42,0,73
2025-05-25,northern,firefox,mobile,paid_social,returning,31,1,62
2025-05-25,northern,firefox,mobile,direct,new,51,2,0
2025-05-25,northern,firefox,mobile,direct,returning,33,1,0
2025-05-25,northern,firefox,desktop,organic,new,81,3,0
2025-05-25,northern,firefox,desktop,organic,returning,54,6,0
2025-05-25,northern,firefox,desktop,paid_search,new,44,1,169
2025-05-25,northern,firefox,desktop,paid_search,returning,30,3,145
2025-05-25,northern,firefox,desktop,paid_social,new,44,3,68
2025-05-25,northern,firefox,desktop,paid_social,returning,44,5,58
2025-05-25,northern,firefox,desktop,direct,new,42,2,0
2025-05-25,northern,firefox,desktop,direct,returning,30,3,0
2025-05-25,northern,firefox,tablet,organic,new,37,1,0
2025-05-25,northern,firefox,tablet,organic,returning,24,1,0
2025-05-25,northern,firefox,tablet,paid_search,new,15,1,80
2025-05-25,northern,firefox,tablet,paid_search,returning,11,0,68
2025-05-25,northern,firefox,tablet,paid_social,new,17,0,32
2025-05-25,northern,firefox,tablet,paid_social,returning,16,1,27
2025-05-25,northern,firefox,tablet,direct,new,21,0,0
2025-05-25,northern,firefox,tablet,direct,returning,13,0,0
2025-05-25,northern,safari,mobile,organic,new,53,0,0
2025-05-25,northern,safari,mobile,organic,returning,36,2,0
2025-05-25,northern,safari,mobile,paid_search,new,29,0,106
2025-05-25,northern,safari,mobile,paid_search,returning,32,0,91
2025-05-25,northern,safari,mobile,paid_social,new,32,1,42
2025-05-25,northern,safari,mobile,paid_social,returning,28,4,36
2025-05-25,northern,safari,mobile,direct,new,22,0,0
2025-05-25,northern,safari,mobile,direct,returning,30,5,0
2025-05-25,northern,safari,desktop,organic,new,45,1,0
2025-05-25,northern,safari,desktop,organic,returning,34,4,0
2025-05-25,northern,safari,desktop,paid_search,new,18,0,98
2025-05-25,northern,safari,desktop,paid_search,returning,16,2,84
2025-05-25,northern,safari,desktop,paid_social,new,23,1,39
2025-05-25,northern,safari,desktop,paid_social,returning,30,3,34
2025-05-25,northern,safari,desktop,direct,new,25,2,0
2025-05-25,northern,safari,desktop,direct,returning,21,3,0
2025-05-25,northern,safari,tablet,organic,new,24,1,0
2025-05-25,northern,safari,tablet,organic,returning,16,3,0
2025-05-25,northern,safari,tablet,paid_search,new,16,0,46
2025-05-25,northern,safari,tablet,paid_search,returning,11,0,40
2025-05-25,northern,safari,tablet,paid_social,new,11,0,18
2025-05-25,northern,safari,tablet,paid_social,returning,10,1,16
2025-05-25,northern,safari,tablet,direct,new,11,0,0
2025-05-25,northern,safari,tablet,direct,returning,11,0,0
2025-05-25,southern,chrome,mobile,organic,new,153,6,0
2025-05-25,southern,chrome,mobile,organic,returning,102,10,0
2025-05-25,southern,chrome,mobile,paid_search,new,87,1,294
2025-05-25,southern,chrome,mobile,paid_search,returning,59,7,252
2025-05-25,southern,chrome,mobile,paid_social,new,71,3,117
2025-05-25,southern,chrome,mobile,paid_social,returning,86,6,101
2025-05-25,southern,chrome,mobile,direct,new,80,3,0
2025-05-25,southern,chrome,mobile,direct,returning,54,7,0
2025-05-25,southern,chrome,desktop,organic,new,111,3,0
2025-05-25,southern,chrome,desktop,organic,returning,90,9,0
2025-05-25,southern,chrome,desktop,paid_search,new,75,3,274
2025-05-25,southern,chrome,desktop,paid_search,returning,56,6,235
2025-05-25,southern,chrome,desktop,paid_social,new,78,0,109
2025-05-25,southern,chrome,desktop,paid_social,returning,58,10,94
2025-05-25,southern,chrome,desktop,direct,new,67,2,0
2025-05-25,southern,chrome,desktop,direct,returning,44,4,0
2025-05-25,southern,chrome,tablet,organic,new,47,1,0
2025-05-25,southern,chrome,tablet,organic,returning,42,2,0
2025-05-25,southern,chrome,tablet,paid_search,new,46,2,129
2025-05-25,southern,chrome,tablet,paid_search,returning,25,4,110
2025-05-25,southern,chrome,tablet,paid_social,new,36,0,51
2025-05-25,southern,chrome,tablet,paid_social,returning,36,4,44
2025-05-25,southern,chrome,tablet,direct,new,24,1,0
2025-05-25,southern,chrome,tablet,direct,returning,25,1,0
2025-05-25,southern,firefox,mobile,organic,new,82,4,0
2025-05-25,southern,firefox,mobile,organic,returning,61,5,0
2025-05-25,southern,firefox,mobile,paid_search,new,57,1,180
2025-05-25,southern,firefox,mobile,paid_search,returning,29,0,154
2025-05-25,southern,firefox,mobile,paid_social,new,44,2,72
2025-05-25,southern,firefox,mobile,paid_social,returning,34,0,62
2025-05-25,southern,firefox,mobile,direct,new,48,3,0
2025-05-25,southern,firefox,mobile,direct,returning,46,5,0
2025-05-25,southern,firefox,desktop,organic,new,57,1,0
2025-05-25,southern,firefox,desktop,organic,returning,63,6,0
2025-05-25,southern,firefox,desktop,paid_search,new,44,1,168
2025-05-25,southern,firefox,desktop,paid_search,returning,43,3,144
2025-05-25,southern,firefox,desktop,paid_social,new,45,1,67
2025-05-25,southern,firefox,desktop,paid_social,returning,31,2,57
2025-05-25,southern,firefox,desktop,direct,new,37,1,0
2025-05-25,southern,firefox,desktop,direct,returning,31,1,0
2025-05-25,southern,firefox,tablet,organic,new,37,0,0
2025-05-25,southern,firefox,tablet,organic,returning,23,0,0
2025-05-25,southern,firefox,tablet,paid_search,new,26,1,79
2025-05-25,southern,firefox,tablet,paid_search,returning,20,3,68
2025-05-25,southern,firefox,tablet,paid_social,new,16,0,32
2025-05-25,southern,firefox,tablet,paid_social,returning,16,1,27
2025-05-25,southern,firefox,tablet,direct,new,21,0,0
2025-05-25,southern,firefox,tablet,direct,returning,12,1,0
2025-05-25,southern,safari,mobile,organic,new,46,1,0
2025-05-25,southern,safari,mobile,organic,returning,24,3,0
2025-05-25,southern,safari,mobile,paid_search,new,30,2,104
2025-05-25,southern,safari,mobile,paid_search,returning,16,0,90
2025-05-25,southern,safari,mobile,paid_social,new,28,1,42
2025-05-25,southern,safari,mobile,paid_social,returning,21,0,36
2025-05-25,southern,safari,mobile,direct,new,22,0,0
2025-05-25,southern,safari,mobile,direct,returning,25,1,0
2025-05-25,southern,safari,desktop,organic,new,50,2,0
2025-05-25,southern,safari,desktop,organic,returning,39,3,0
2025-05-25,southern,safari,desktop,paid_search,new,35,1,97
2025-05-25,southern,safari,desktop,paid_search,returning,19,1,83
2025-05-25,southern,safari,desktop,paid_social,new,28,0,39
2025-05-25,southern,safari,desktop,paid_social,returning,21,2,33
2025-05-25,southern,safari,desktop,direct,new,23,3,0
2025-05-25,southern,safari,desktop,direct,returning,17,1,0
2025-05-25,southern,safari,tablet,organic,new,17,0,0
2025-05-25,southern,safari,tablet,organic,returning,19,1,0
2025-05-25,southern,safari,tablet,paid_search,new,13,1,46
2025-05-25,southern,safari,tablet,paid_search,returning,16,1,39
2025-05-25,southern,safari,tablet,paid_social,new,11,0,18
2025-05-25,southern,safari,tablet,paid_social,returning,11,0,16
2025-05-25,southern,safari,tablet,direct,new,16,0,0
2025-05-25,southern,safari,tablet,direct,returning,10,0,0
2025-05-25,eastern,chrome,mobile,organic,new,60,4,0
2025-05-25,eastern,chrome,mobile,organic,returning,60,6,0
2025-05-25,eastern,chrome,mobile,paid_search,new,46,0,206
2025-05-25,eastern,chrome,mobile,paid_search,returning,36,1,177
2025-05-25,eastern,chrome,mobile,paid_social,new,41,0,82
2025-05-25,eastern,chrome,mobile,paid_social,returning,33,1,71
2025-05-25,eastern,chrome,mobile,direct,new,40,2,0
2025-05-25,eastern,chrome,mobile,direct,returning,27,1,0
2025-05-25,eastern,chrome,desktop,organic,new,87,2,0
2025-05-25,eastern,chrome,desktop,organic,returning,56,3,0
2025-05-25,eastern,chrome,desktop,paid_search,new,44,2,192
2025-05-25,eastern,chrome,desktop,paid_search,returning,28,2,164
2025-05-25,eastern,chrome,desktop,paid_social,new,30,0,77
2025-05-25,eastern,chrome,desktop,paid_social,returning,28,0,66
2025-05-25,eastern,chrome,desktop,direct,new,49,1,0
2025-05-25,eastern,chrome,desktop,direct,returning,26,4,0
2025-05-25,eastern,chrome,tablet,organic,new,36,1,0
2025-05-25,eastern,chrome,tablet,organic,returning,31,1,0
2025-05-25,eastern,chrome,tablet,paid_search,new,23,0,90
2025-05-25,eastern,chrome,tablet,paid_search,returning,22,1,77
2025-05-25,eastern,chrome,tablet,paid_social,new,18,0,36
2025-05-25,eastern,chrome,tablet,paid_social,returning,12,0,31
2025-05-25,eastern,chrome,tablet,direct,new,8,0,0
2025-05-25,eastern,chrome,tablet,direct,returning,14,1,0
2025-05-25,eastern,firefox,mobile,organic,new,44,1,0
2025-05-25,eastern,firefox,mobile,organic,returning,44,4,0
2025-05-25,eastern,firefox,mobile,paid_search,new,35,0,126
2025-05-25,eastern,firefox,mobile,paid_search,returning,20,0,108
2025-05-25,eastern,firefox,mobile,paid_social,new,23,2,50
2025-05-25,eastern,firefox,mobile,paid_social,returning,19,0,43
2025-05-25,eastern,firefox,mobile,direct,new,24,1,0
2025-05-25,eastern,firefox,mobile,direct,returning,18,1,0
2025-05-25,eastern,firefox,desktop,organic,new,49,1,0
2025-05-25,eastern,firefox,desktop,organic,returning,42,1,0
2025-05-25,eastern,firefox,desktop,paid_search,new,24,1,117
2025-05-25,eastern,firefox,desktop,paid_search,returning,18,2,101
2025-05-25,eastern,firefox,desktop,paid_social,new,21,0,47
2025-05-25,eastern,firefox,desktop,paid_social,returning,21,1,40
2025-05-25,eastern,firefox,desktop,direct,new,24,0,0
2025-05-25,eastern,firefox,desktop,direct,returning,20,0,0
2025-05-25,eastern,firefox,tablet,organic,new,23,0,0
2025-05-25,eastern,firefox,tablet,organic,returning,14,0,0
2025-05-25,eastern,firefox,tablet,paid_search,new,12,1,55
2025-05-25,eastern,firefox,tablet,paid_search,returning,12,1,47
2025-05-25,eastern,firefox,tablet,paid_social,new,11,0,22
2025-05-25,eastern,firefox,tablet,paid_social,returning,7,0,19
2025-05-25,eastern,firefox,tablet,direct,new,10,0,0
2025-05-25,eastern,firefox,tablet,direct,returning,7,2,0
2025-05-25,eastern,safari,mobile,organic,new,22,0,0
2025-05-25,eastern,safari,mobile,organic,returning,27,0,0
2025-05-25,eastern,safari,mobile,paid_search,new,23,0,73
2025-05-25,eastern,safari,mobile,paid_search,returning,11,1,63
2025-05-25,eastern,safari,mobile,paid_social,new,12,1,29
2025-05-25,eastern,safari,mobile,paid_social,returning,16,0,25
2025-05-25,eastern,safari,mobile,direct,new,12,1,0
2025-05-25,eastern,safari,mobile,direct,returning,11,0,0
2025-05-25,eastern,safari,desktop,organic,new,20,0,0
2025-05-25,eastern,safari,desktop,organic,returning,18,3,0
2025-05-25,eastern,safari,desktop,paid_search,new,21,1,68
2025-05-25,eastern,safari,desktop,paid_search,returning,16,1,58
2025-05-25,eastern,safari,desktop,paid_social,new,13,0,27
2025-05-25,eastern,safari,desktop,paid_social,returning,11,1,23
2025-05-25,eastern,safari,desktop,direct,new,10,1,0
2025-05-25,eastern,safari,desktop,direct,returning,6,1,0
2025-05-25,eastern,safari,tablet,organic,new,23,0,0
2025-05-25,eastern,safari,tablet,organic,returning,11,2,0
2025-05-25,eastern,safari,tablet,paid_search,new,8,2,32
2025-05-25,eastern,safari,tablet,paid_search,returning,8,0,27
2025-05-25,eastern,safari,tablet,paid_social,new,11,1,13
2025-05-25,eastern,safari,tablet,paid_social,returning,8,0,11
2025-05-25,eastern,safari,tablet,direct,new,2,0,0
2025-05-25,eastern,safari,tablet,direct,returning,3,0,0
2025-05-25,western,chrome,mobile,organic,new,77,0,0
2025-05-25,western,chrome,mobile,organic,returning,44,4,0
2025-05-25,western,chrome,mobile,paid_search,new,57,3,204
2025-05-25,western,chrome,mobile,paid_search,returning,39,1,175
2025-05-25,western,chrome,mobile,paid_social,new,37,1,82
2025-05-25,western,chrome,mobile,paid_social,returning,30,4,70
2025-05-25,western,chrome,mobile,direct,new,41,1,0
2025-05-25,western,chrome,mobile,direct,returning,27,1,0
2025-05-25,western,chrome,desktop,organic,new,79,3,0
2025-05-25,western,chrome,desktop,organic,returning,58,6,0
2025-05-25,western,chrome,desktop,paid_search,new,54,2,190
2025-05-25,western,chrome,desktop,paid_search,returning,43,4,163
2025-05-25,western,chrome,desktop,paid_social,new,47,1,76
2025-05-25,western,chrome,desktop,paid_social,returning,39,4,65
2025-05-25,western,chrome,desktop,direct,new,36,1,0
2025-05-25,western,chrome,desktop,direct,returning,31,2,0
2025-05-25,western,chrome,tablet,organic,new,36,1,0
2025-05-25,western,chrome,tablet,organic,returning,35,3,0
2025-05-25,western,chrome,tablet,paid_search,new,22,0,89
2025-05-25,western,chrome,tablet,paid_search,returning,21,0,77
2025-05-25,western,chrome,tablet,paid_social,new,25,0,36
2025-05-25,western,chrome,tablet,paid_social,returning,11,0,31
2025-05-25,western,chrome,tablet,direct,new,20,0,0
2025-05-25,western,chrome,tablet,direct,returning,10,1,0
2025-05-25,western,firefox,mobile,organic,new,61,0,0
2025-05-25,western,firefox,mobile,organic,returning,39,4,0
2025-05-25,western,firefox,mobile,paid_search,new,28,0,125
2025-05-25,western,firefox,mobile,paid_search,returning,23,1,107
2025-05-25,western,firefox,mobile,paid_social,new,26,0,50
2025-05-25,western,firefox,mobile,paid_social,returning,30,0,43
2025-05-25,western,firefox,mobile,direct,new,29,2,0
2025-05-25,western,firefox,mobile,direct,returning,24,0,0
2025-05-25,western,firefox,desktop,organic,new,49,1,0
2025-05-25,western,firefox,desktop,organic,returning,33,5,0
2025-05-25,western,firefox,desktop,paid_search,new,39,1,116
2025-05-25,western,firefox,desktop,paid_search,returning,25,1,100
2025-05-25,western,firefox,desktop,paid_social,new,35,1,47
2025-05-25,western,firefox,desktop,paid_social,returning,23,2,40
2025-05-25,western,firefox,desktop,direct,new,22,3,0
2025-05-25,western,firefox,desktop,direct,returning,18,3,0
2025-05-25,western,firefox,tablet,organic,new,16,0,0
2025-05-25,western,firefox,tablet,organic,returning,10,4,0
2025-05-25,western,firefox,tablet,paid_search,new,16,0,55
2025-05-25,western,firefox,tablet,paid_search,returning,10,0,47
2025-05-25,western,firefox,tablet,paid_social,new,14,1,22
2025-05-25,western,firefox,tablet,paid_social,returning,11,0,19
2025-05-25,western,firefox,tablet,direct,new,9,0,0
2025-05-25,western,firefox,tablet,direct,returning,9,0,0
2025-05-25,western,safari,mobile,organic,new,27,1,0
2025-05-25,western,safari,mobile,organic,returning,28,3,0
2025-05-25,western,safari,mobile,paid_search,new,19,1,73
2025-05-25,western,safari,mobile,paid_search,returning,16,0,62
2025-05-25,western,safari,mobile,paid_social,new,24,0,29
2025-05-25,western,safari,mobile,paid_social,returning,19,3,25
2025-05-25,western,safari,mobile,direct,new,21,1,0
2025-05-25,western,safari,mobile,direct,returning,10,0,0
2025-05-25,western,safari,desktop,organic,new,19,3,0
2025-05-25,western,safari,desktop,organic,returning,19,3,0
2025-05-25,western,safari,desktop,paid_search,new,16,0,68
2025-05-25,western,safari,desktop,paid_search,returning,19,0,58
2025-05-25,western,safari,desktop,paid_social,new,19,0,27
2025-05-25,western,safari,desktop,paid_social,returning,9,1,23
2025-05-25,western,safari,desktop,direct,new,11,0,0
2025-05-25,western,safari,desktop,direct,returning,8,1,0
2025-05-25,western,safari,tablet,organic,new,15,0,0
2025-05-25,western,safari,tablet,organic,returning,13,2,0
2025-05-25,western,safari,tablet,paid_search,new,12,0,32
2025-05-25,western,safari,tablet,paid_search,returning,11,2,27
2025-05-25,western,safari,tablet,paid_social,new,6,1,13
2025-05-25,western,safari,tablet,paid_social,returning,5,0,11
2025-05-25,western,safari,tablet,direct,new,5,0,0
2025-05-25,western,safari,tablet,direct,returning,5,0,0
2025-05-25,central,chrome,mobile,organic,new,54,3,0
2025-05-25,central,chrome,mobile,organic,returning,38,2,0
2025-05-25,central,chrome,mobile,paid_search,new,17,0,101
2025-05-25,central,chrome,mobile,paid_search,returning,14,0,87
2025-05-25,central,chrome,mobile,paid_social,new,27,0,40
2025-05-25,central,chrome,mobile,paid_social,returning,23,2,35
2025-05-25,central,chrome,mobile,direct,new,19,0,0
2025-05-25,central,chrome,mobile,direct,returning,20,2,0
2025-05-25,central,chrome,desktop,organic,new,49,1,0
2025-05-25,central,chrome,desktop,organic,returning,36,0,0
2025-05-25,central,chrome,desktop,paid_search,new,27,2,94
2025-05-25,central,chrome,desktop,paid_search,returning,22,0,81
2025-05-25,central,chrome,desktop,paid_social,new,36,2,38
2025-05-25,central,chrome,desktop,paid_social,returning,16,0,32
2025-05-25,central,chrome,desktop,direct,new,19,0,0
2025-05-25,central,chrome,desktop,direct,returning,12,1,0
2025-05-25,central,chrome,tablet,organic,new,15,2,0
2025-05-25,central,chrome,tablet,organic,returning,16,2,0
2025-05-25,central,chrome,tablet,paid_search,new,17,0,44
2025-05-25,central,chrome,tablet,paid_search,returning,8,0,38
2025-05-25,central,chrome,tablet,paid_social,new,8,0,18
2025-05-25,central,chrome,tablet,paid_social,returning,7,0,15
2025-05-25,central,chrome,tablet,direct,new,9,0,0
2025-05-25,central,chrome,tablet,direct,returning,6,0,0
2025-05-25,central,firefox,mobile,organic,new,22,2,0
2025-05-25,central,firefox,mobile,organic,returning,23,1,0
2025-05-25,central,firefox,mobile,paid_search,new,8,0,62
2025-05-25,central,firefox,mobile,paid_search,returning,13,0,53
2025-05-25,central,firefox,mobile,paid_social,new,19,0,25
2025-05-25,central,firefox,mobile,paid_social,returning,10,2,21
2025-05-25,central,firefox,mobile,direct,new,14,0,0
2025-05-25,central,firefox,mobile,direct,returning,12,1,0
2025-05-25,central,firefox,desktop,organic,new,26,2,0
2025-05-25,central,firefox,desktop,organic,returning,18,1,0
2025-05-25,central,firefox,desktop,paid_search,new,14,0,58
2025-05-25,central,firefox,desktop,paid_search,returning,15,0,49
2025-05-25,central,firefox,desktop,paid_social,new,17,0,23
2025-05-25,central,firefox,desktop,paid_social,returning,10,0,20
2025-05-25,central,firefox,desktop,direct,new,8,0,0
2025-05-25,central,firefox,desktop,direct,returning,6,0,0
